id,title,description,publishedAt,tags,categoryId,defaultLanguage,defaultAudioLanguage,thumbnail_default,thumbnail_high,duration,viewCount,likeCount,commentCount,privacyStatus,captions,channel_id,channel_title,channel_description,channel_country,channel_thumbnail,channel_subscriberCount,channel_videoCount
gvb5gI_IOpw,"We Gave Away $1,000,000 Smiles","See Santa Clause get Dental Implants from NUVIA just in time for Christmas! https://youtu.be/vpn7-jzShXE

Want to know if you might be eligible for Dental Implants?  Take this 60 sec quiz to find out if you may be a candidate for NUVIA’s Permanent Teeth in 24 Hours.  https://lp.nuviasmiles.com/national-eval-beast-philanthropy?o_source=collaborations&o_medium=youtube&o_campaign=national-quiz&o_term=beast-philanthropy&o_content=1mm-smiles

If you are wondering how much Dental Implants Cost, you can read NUVIA’s “Dental Implant Cost & Information Guide here https://lp.nuviasmiles.com/national-cost-guide-ddpy?o_source=collaborations&o_medium=youtube&o_campaign=national-cost-guide&o_term=beast-philanthropy&o_content=1mm-smiles




Follow us to help us help more:
Instagram: https://www.instagram.com/beastphilanthropy/ 
Website: https://www.beastphilanthropy.org/donate/ 
Tiktok: https://www.tiktok.com/@beastphilanthropy
Twitter: https://twitter.com/BeastPhilanthr 
Facebook: ​​https://www.facebook.com/Beast-Philanthropy-112268218256173 

Beast Philanthropy Video Disclaimer: This video was produced by Beast Philanthropy Productions, LLC, a North Carolina limited liability company. Any revenue generated for Beast Philanthropy Productions, LLC from this video will be donated to MrCharity, Inc. dba Beast Philanthropy, a North Carolina 501(c)(3) nonprofit corporation. #sponsored",2024-12-15T12:00:47Z,,24,en,en-US,https://i.ytimg.com/vi/gvb5gI_IOpw/default.jpg,https://i.ytimg.com/vi/gvb5gI_IOpw/hqdefault.jpg,PT15M23S,8512336,179228,4395,public,,UCAiLfjNXkNv24uhpzUgPa6A,Beast Philanthropy,"100% of the profits from my ad revenue, merch sales, and sponsorships will go towards making the world a better place!",US,https://yt3.ggpht.com/GskFAiD8zDR_8ac8qF4DjPwAl4RBwFZEU4EOrX_iK9_YpocbmrAKXF7AlKGmgoJ_3u62YDVkbDc=s800-c-k-c0x00ffffff-no-rj,28500000,68
GiqdbZLq0oM,We Rescued Kids Living in a Garbage Dump,"When young children have to dig through toxic landfills in hopes of earning enough money to buy a simple bowl of rice, we have failed as humans.  This is not an Indian problem. It is a global problem that should bother each and every one of us. Poverty has no boundaries. Please don’t look the other way anymore. Together we can fix it by supporting incredible groups like Tiljala Shed (https://tished.org/). 

Sometimes we see a problem that seems so insurmountable that we ignore it thinking “What difference will $5 make?”  It makes a huge difference because thousands of small donations add up very fast, but thousands of people deciding their contribution is too small to make a difference leads nowhere. Please give what you can. Apathy is our enemy. 

Started by Alamgir, and now run by his son Shafkat, Tiljala Shed is an outstanding organization. They are committed to helping as many children as possible by giving them dignity and opportunity. Please consider donating to help.
https://tished.org/donate/
International Donors: https://goto.gg/32034
Indian Donors: https://give.do/fundraisers/tiljala-shed-education

While we were in India we were told many of the children in the program came from households where there was not enough food to eat every day. Massive shoutout to The Smith Brothers Family Foundation for their incredibly generous donation to feed all these families for the next two years.

And finally, in a shocking, yet unsurprising (I know that doesn’t make sense, but its how I feel)  act of generosity, Tony and Sage Robbins, after watching a prescreening of the video, instantly offered to support this entire program, including the at-home meals for these kids and their families 
for an entire additional year. 

https://www.thetonyrobbinsfoundation.org/
https://www.instagram.com/sagerobbins/

Poverty is a global problem. What is depicted in our videos is not intended to represent the entire country, or its people. Every country has its poor.  We wish to draw attention to the issues that challenge humanity across the planet, build empathy, offer relief where we can, and inspire others to do the same. We can only change the world together.

Filmed and Edited by: Dan Mace ( https://www.youtube.com/@DanMace)

Follow us to help us help more:
Instagram: https://www.instagram.com/beastphilanthropy/ 
Website: https://www.beastphilanthropy.org/donate/ 
Tiktok: https://www.tiktok.com/@beastphilanthropy
Twitter: https://twitter.com/BeastPhilanthr 
Facebook: ​​https://www.facebook.com/Beast-Philanthropy-112268218256173 

Beast Philanthropy Video Disclaimer: This video was produced by Beast Philanthropy Productions, LLC, a North Carolina limited liability company. Any revenue generated for Beast Philanthropy Productions, LLC from this video will be donated to MrCharity, Inc. dba Beast Philanthropy, a North Carolina 501(c)(3) nonprofit corporation. #sponsored",2024-12-01T12:00:27Z,,24,en,en-US,https://i.ytimg.com/vi/GiqdbZLq0oM/default.jpg,https://i.ytimg.com/vi/GiqdbZLq0oM/hqdefault.jpg,PT10M34S,18877137,452807,13362,public,,UCAiLfjNXkNv24uhpzUgPa6A,Beast Philanthropy,"100% of the profits from my ad revenue, merch sales, and sponsorships will go towards making the world a better place!",US,https://yt3.ggpht.com/GskFAiD8zDR_8ac8qF4DjPwAl4RBwFZEU4EOrX_iK9_YpocbmrAKXF7AlKGmgoJ_3u62YDVkbDc=s800-c-k-c0x00ffffff-no-rj,28500000,68
82xV7yQJyas,Could You Live Off $2 A Day?,,2024-11-25T15:56:37Z,,24,en,en-US,https://i.ytimg.com/vi/82xV7yQJyas/default.jpg,https://i.ytimg.com/vi/82xV7yQJyas/hqdefault.jpg,PT57S,2641580,215102,2175,public,,UCAiLfjNXkNv24uhpzUgPa6A,Beast Philanthropy,"100% of the profits from my ad revenue, merch sales, and sponsorships will go towards making the world a better place!",US,https://yt3.ggpht.com/GskFAiD8zDR_8ac8qF4DjPwAl4RBwFZEU4EOrX_iK9_YpocbmrAKXF7AlKGmgoJ_3u62YDVkbDc=s800-c-k-c0x00ffffff-no-rj,28500000,68
TsV0lCqB4zQ,We Gave Away $1 Million of Toys,"PlayShifu make a range of educational  toys that are exceptionally fun. Their extraordinary donation and sponsorship allowed us to share these unique toys with children across the globe . Thank you to PlayShifu for your exceptional support, and for your commitment to improving the lives of children all over the world.   Please show them some love https://www.playshifu.com/ #sponsored


Filmed and Edited by: Dan Mace ( https://www.youtube.com/@DanMace)

Follow us to help us help more:
Instagram: https://www.instagram.com/beastphilanthropy/ 
Website: https://www.beastphilanthropy.org/donate/ 
Tiktok: https://www.tiktok.com/@beastphilanthropy
Twitter: https://twitter.com/BeastPhilanthr 
Facebook: ​​https://www.facebook.com/Beast-Philanthropy-112268218256173 

Beast Philanthropy Video Disclaimer: This video was produced by Beast Philanthropy Productions, LLC, a North Carolina limited liability company. Any revenue generated for Beast Philanthropy Productions, LLC from this video will be donated to MrCharity, Inc. dba Beast Philanthropy, a North Carolina 501(c)(3) nonprofit corporation. #sponsored",2024-11-17T12:00:33Z,,24,en,en-US,https://i.ytimg.com/vi/TsV0lCqB4zQ/default.jpg,https://i.ytimg.com/vi/TsV0lCqB4zQ/hqdefault.jpg,PT10M13S,5229399,151588,4451,public,,UCAiLfjNXkNv24uhpzUgPa6A,Beast Philanthropy,"100% of the profits from my ad revenue, merch sales, and sponsorships will go towards making the world a better place!",US,https://yt3.ggpht.com/GskFAiD8zDR_8ac8qF4DjPwAl4RBwFZEU4EOrX_iK9_YpocbmrAKXF7AlKGmgoJ_3u62YDVkbDc=s800-c-k-c0x00ffffff-no-rj,28500000,68
o-1mh98cJhI,A Father Sees His Son Smile For The First Time!,,2024-11-15T16:28:05Z,,24,en,en-US,https://i.ytimg.com/vi/o-1mh98cJhI/default.jpg,https://i.ytimg.com/vi/o-1mh98cJhI/hqdefault.jpg,PT57S,324638,24895,594,public,,UCAiLfjNXkNv24uhpzUgPa6A,Beast Philanthropy,"100% of the profits from my ad revenue, merch sales, and sponsorships will go towards making the world a better place!",US,https://yt3.ggpht.com/GskFAiD8zDR_8ac8qF4DjPwAl4RBwFZEU4EOrX_iK9_YpocbmrAKXF7AlKGmgoJ_3u62YDVkbDc=s800-c-k-c0x00ffffff-no-rj,28500000,68
DZWgshIdNjI,Bollywood star makes young girls’ dreams come true!,,2024-11-11T12:03:19Z,,24,en,en-US,https://i.ytimg.com/vi/DZWgshIdNjI/default.jpg,https://i.ytimg.com/vi/DZWgshIdNjI/hqdefault.jpg,PT1M,569059,25786,593,public,,UCAiLfjNXkNv24uhpzUgPa6A,Beast Philanthropy,"100% of the profits from my ad revenue, merch sales, and sponsorships will go towards making the world a better place!",US,https://yt3.ggpht.com/GskFAiD8zDR_8ac8qF4DjPwAl4RBwFZEU4EOrX_iK9_YpocbmrAKXF7AlKGmgoJ_3u62YDVkbDc=s800-c-k-c0x00ffffff-no-rj,28500000,68
HhBhWdoXSdg,Empowering Girls in India,"Auction Link:  https://beastphilanthropy.betterworld.org/auctions/jacqueline-fernandez-dress 

When Beast Philanthropy first began accepting donations, we got more donations from India than any other country. This was foreshadowing for this trip. The people of India are kind and generous and we were humbled by their kindness and hospitality.

Dr. Kiran Modi and Deepak have given so much to help so many. They are perfect examples of what we can all accomplish when we choose to give from the heart. Deepak, one of the most giving people we have ever met, has written a book, with all sale proceeds going to the NGO Udayan Care, or you can donate directly to support these incredible people at http://www.udayancareusa.org/ 

For International readers 
Amazon.com https://www.amazon.com/dp/B0B5HQF4CR 
Amazon uk https://www.amazon.co.uk/dp/B0B5HQF4CR 

For Indian readers
Amazon: https://amzn.to/3PvcnBb 
Flipkart: https://bit.ly/3o5wQB2

Massive shoutout to the HUGE star Jacqueline Fernandez for her participation and support. It was an honor and a pleasure to work with her. Please go show some love to her YOLO Foundation.
https://www.instagram.com/jf.yolofoundation?igsh=OHlkNHozeGhpOWlh 

It was our first time in India, and you don’t want to miss the madness behind the scenes. Nothing says India like Bollywood, and we even acted out some of Shah Rukh Khan's iconic lines—the King of Bollywood himself! Catch all the exclusive fun on Aaj Tak—India’s number-one Hindi news channel.
https://youtube.com/@aajtak?si=MBrE2kxhMQD_XljG 

We had an absolute blast in India with the amazing team at India Today Gaming! We played some football, Darren and Dan tried their hand at Bollywood dialogues, and we even had a friendly 1v1. Check out all the fun on their YouTube and Instagram channels. Don't miss this epic collaboration!
https://youtube.com/@indiatodaygaming?si=QgL0MlUjYYTaxsDy 

Wanna see what happens when the cameras stop rolling? Head to India Today, India’s number-one English news channel, for some exclusive behind-the-scenes action. You’ll get a glimpse of how we create these amazing videos, and you might even catch Darren in a never-before-seen Indian outfit dancing to Indian tunes—you don’t want to miss it! 
https://youtube.com/@indiatoday?si=xVTB0pxgG0dUAxdy 

Don't forget to follow Jacqueline Fernandez's YouTube channel for her amazing content that focuses on music, fitness, beauty, positivity, and all the inner workings of Bollywood! Check it out here: https://www.youtube.com/channel/UCB2IrnvMrqlz0ngNtmtBfKg

Filmed and Edited by: Dan Mace ( https://www.youtube.com/@DanMace)

Follow us to help us help more:
Instagram: https://www.instagram.com/beastphilanthropy/ 
Website: https://www.beastphilanthropy.org/donate/ 
Tiktok: https://www.tiktok.com/@beastphilanthropy
Twitter: https://twitter.com/BeastPhilanthr 
Facebook: ​​https://www.facebook.com/Beast-Philanthropy-112268218256173 

Beast Philanthropy Video Disclaimer: This video was produced by Beast Philanthropy Productions, LLC, a North Carolina limited liability company. Any revenue generated for Beast Philanthropy Productions, LLC from this video will be donated to MrCharity, Inc. dba Beast Philanthropy, a North Carolina 501(c)(3) nonprofit corporation. #sponsored",2024-11-03T12:00:17Z,,24,en,en-US,https://i.ytimg.com/vi/HhBhWdoXSdg/default.jpg,https://i.ytimg.com/vi/HhBhWdoXSdg/hqdefault.jpg,PT13M51S,24848858,891640,35713,public,,UCAiLfjNXkNv24uhpzUgPa6A,Beast Philanthropy,"100% of the profits from my ad revenue, merch sales, and sponsorships will go towards making the world a better place!",US,https://yt3.ggpht.com/GskFAiD8zDR_8ac8qF4DjPwAl4RBwFZEU4EOrX_iK9_YpocbmrAKXF7AlKGmgoJ_3u62YDVkbDc=s800-c-k-c0x00ffffff-no-rj,28500000,68
_II51fireQs,These Orphans Need Your Help!,,2024-10-29T16:08:30Z,,24,en,en-US,https://i.ytimg.com/vi/_II51fireQs/default.jpg,https://i.ytimg.com/vi/_II51fireQs/hqdefault.jpg,PT1M,859537,19069,400,public,,UCAiLfjNXkNv24uhpzUgPa6A,Beast Philanthropy,"100% of the profits from my ad revenue, merch sales, and sponsorships will go towards making the world a better place!",US,https://yt3.ggpht.com/GskFAiD8zDR_8ac8qF4DjPwAl4RBwFZEU4EOrX_iK9_YpocbmrAKXF7AlKGmgoJ_3u62YDVkbDc=s800-c-k-c0x00ffffff-no-rj,28500000,68
SILUuJSy9gI,We Rescued A Wolf!,,2024-10-25T12:06:26Z,,24,en,en-US,https://i.ytimg.com/vi/SILUuJSy9gI/default.jpg,https://i.ytimg.com/vi/SILUuJSy9gI/hqdefault.jpg,PT1M,949258,38271,714,public,,UCAiLfjNXkNv24uhpzUgPa6A,Beast Philanthropy,"100% of the profits from my ad revenue, merch sales, and sponsorships will go towards making the world a better place!",US,https://yt3.ggpht.com/GskFAiD8zDR_8ac8qF4DjPwAl4RBwFZEU4EOrX_iK9_YpocbmrAKXF7AlKGmgoJ_3u62YDVkbDc=s800-c-k-c0x00ffffff-no-rj,28500000,68
31xHtcMYn9k,Overcoming Adversity!,,2024-10-09T12:30:30Z,,24,en,en-US,https://i.ytimg.com/vi/31xHtcMYn9k/default.jpg,https://i.ytimg.com/vi/31xHtcMYn9k/hqdefault.jpg,PT55S,286547,14223,275,public,,UCAiLfjNXkNv24uhpzUgPa6A,Beast Philanthropy,"100% of the profits from my ad revenue, merch sales, and sponsorships will go towards making the world a better place!",US,https://yt3.ggpht.com/GskFAiD8zDR_8ac8qF4DjPwAl4RBwFZEU4EOrX_iK9_YpocbmrAKXF7AlKGmgoJ_3u62YDVkbDc=s800-c-k-c0x00ffffff-no-rj,28500000,68
EiUT2gfMPg4,We Funded a Gym for Adaptive Athletes,"The Adaptive Training Foundation has changed the lives of so many people at the lowest point of their lives. Their unconditional support has helped these athletes discover their exceptional inner strength, to always fight and never give up, and the results have been extraordinary. Please show them some love and support so they can open their new facility and spread this incredible program across the world.

https://www.adaptivetrainingfoundation.org/

Just like we do, Stand Together believes  that by BELIEVING IN PEOPLE, empowering them with support, and encouraging them to BELIEVE IN THEMSELVES that we can solve so many of the issues that challenge us as individuals, communities, and societies. We want to thank them for their extremely generous contribution to this program.

Stand Together is a philanthropic community. They help America’s boldest changemakers tackle the root causes of our country’s biggest problems. For more stories, ideas, and advice on how to help them make a bigger impact, visit https://standtogether.org/

https://standtogether.org/

Filmed and Edited by: Dan Mace  (https://www.youtube.com/@DanMace)

Follow us to help us help more:
Instagram: https://www.instagram.com/beastphilanthropy/ 
Website: https://www.beastphilanthropy.org/donate/ 
Tiktok: https://www.tiktok.com/@beastphilanthropy
Twitter: https://twitter.com/BeastPhilanthr 
Facebook: ​​https://www.facebook.com/Beast-Philanthropy-112268218256173 

Beast Philanthropy Video Disclaimer: This video was produced by Beast Philanthropy Productions, LLC, a North Carolina limited liability company. Any revenue generated for Beast Philanthropy Productions, LLC from this video will be donated to MrCharity, Inc. dba Beast Philanthropy, a North Carolina 501(c)(3) nonprofit corporation. #sponsored",2024-09-29T11:00:21Z,,24,en,en-US,https://i.ytimg.com/vi/EiUT2gfMPg4/default.jpg,https://i.ytimg.com/vi/EiUT2gfMPg4/hqdefault.jpg,PT10M52S,9451981,222817,2832,public,,UCAiLfjNXkNv24uhpzUgPa6A,Beast Philanthropy,"100% of the profits from my ad revenue, merch sales, and sponsorships will go towards making the world a better place!",US,https://yt3.ggpht.com/GskFAiD8zDR_8ac8qF4DjPwAl4RBwFZEU4EOrX_iK9_YpocbmrAKXF7AlKGmgoJ_3u62YDVkbDc=s800-c-k-c0x00ffffff-no-rj,28500000,68
a6U6AobyWtw,Saving Endangered Animals From Extinction,"This Maasai Mara Conservancy program, led by the Maasai people, has proven to be extremely successful. It provides an economic model that not only preserves the land, animals, and the Maasai way of life, but also offers the potential to significantly expand the protected areas. In total there are 24 conservancies that now work together under the Maasai Mara Conservancy. Only 7 had access to the tools and technology needed to track environmental conditions and generate carbon credits that can be sold to continue and expand  this incredible program. We paid for an additional 7 power and weather stations, and committed to pay for 5 more, bringing the total to 19. Let's band together and raise the money to pay for the last five remaining conservancies together. We’re so close to getting something so important complete. Please click the Donate button, or visit this link to help save these animals, this land, and the Maasai people who live in harmony with the earth.

https://www.beastphilanthropy.org/campaign/savingendangeredanimals-kenya

This is our 6th project with GivePower (​​https://givepower.org/) and we have many more already underway.  We seriously love these people. GivePower delivers solar powered solutions to developing regions across the planet.  Show them lots of love for the incredible work they do across the planet.


Filmed and Edited by: Dan Mace ( https://www.youtube.com/@DanMace)

Follow us to help us help more:
Instagram: https://www.instagram.com/beastphilanthropy/ 
Website: https://www.beastphilanthropy.org/donate/ 
Tiktok: https://www.tiktok.com/@beastphilanthropy
Twitter: https://twitter.com/BeastPhilanthr 
Facebook: ​​https://www.facebook.com/Beast-Philanthropy-112268218256173 

Beast Philanthropy Video Disclaimer: This video was produced by Beast Philanthropy Productions, LLC, a North Carolina limited liability company. Any revenue generated for Beast Philanthropy Productions, LLC from this video will be donated to MrCharity, Inc. dba Beast Philanthropy, a North Carolina 501(c)(3) nonprofit corporation.",2024-08-25T11:00:01Z,,24,en,en-US,https://i.ytimg.com/vi/a6U6AobyWtw/default.jpg,https://i.ytimg.com/vi/a6U6AobyWtw/hqdefault.jpg,PT8M57S,38860615,887280,10610,public,,UCAiLfjNXkNv24uhpzUgPa6A,Beast Philanthropy,"100% of the profits from my ad revenue, merch sales, and sponsorships will go towards making the world a better place!",US,https://yt3.ggpht.com/GskFAiD8zDR_8ac8qF4DjPwAl4RBwFZEU4EOrX_iK9_YpocbmrAKXF7AlKGmgoJ_3u62YDVkbDc=s800-c-k-c0x00ffffff-no-rj,28500000,68
SfB38AuEJg8,We Saved This Child's Leg,"Shoutout to the real heroes for saving Beauty's leg  @doramoononyambe23   and  @CUREintl  

https://www.tiktok.com/@doramoononyambe
https://www.instagram.com/doramoononyambe 

Please help Dora help these kids. You can contribute directly to Dora here: https://www.gofundme.com/f/feeding-the-children-of-mapapa

https://cure.org/",2024-07-17T14:07:12Z,,24,en,en-US,https://i.ytimg.com/vi/SfB38AuEJg8/default.jpg,https://i.ytimg.com/vi/SfB38AuEJg8/hqdefault.jpg,PT52S,1245473,100681,2546,public,,UCAiLfjNXkNv24uhpzUgPa6A,Beast Philanthropy,"100% of the profits from my ad revenue, merch sales, and sponsorships will go towards making the world a better place!",US,https://yt3.ggpht.com/GskFAiD8zDR_8ac8qF4DjPwAl4RBwFZEU4EOrX_iK9_YpocbmrAKXF7AlKGmgoJ_3u62YDVkbDc=s800-c-k-c0x00ffffff-no-rj,28500000,68
J028Ay88NM0,Kids Play In Water For The First Time,"Dora is an exceptional person who has sacrificed so much to give these kids a safe and stable environment. She never rests and is already building 3 more schools. Please follow her on TikTok and Instagram and give her the support and encouragement she deserves.

https://www.tiktok.com/@doramoononyambe
https://www.instagram.com/doramoononyambe 

Contribute directly to Dora here: https://www.gofundme.com/f/feeding-the-children-of-mapapa, or donate through our website. 100% of donations will go to Dora and the kids.
https://www.beastphilanthropy.org/campaign/we-rebuilt-a-village",2024-07-10T14:50:39Z,,24,en,en-US,https://i.ytimg.com/vi/J028Ay88NM0/default.jpg,https://i.ytimg.com/vi/J028Ay88NM0/hqdefault.jpg,PT57S,741340,38376,806,public,,UCAiLfjNXkNv24uhpzUgPa6A,Beast Philanthropy,"100% of the profits from my ad revenue, merch sales, and sponsorships will go towards making the world a better place!",US,https://yt3.ggpht.com/GskFAiD8zDR_8ac8qF4DjPwAl4RBwFZEU4EOrX_iK9_YpocbmrAKXF7AlKGmgoJ_3u62YDVkbDc=s800-c-k-c0x00ffffff-no-rj,28500000,68
ho6Z62S2q9A,We Rebuilt a Village,"Lectric stepped up for these kids again. This company has proven their commitment to building a brighter future time and time again.  Please show them how much you appreciate their incredible support (https://lectricebikes.com). #sponsored

Dora is an exceptional person who has sacrificed so much to give these kids a safe and stable environment. She never rests and is already building 3 more schools. Please follow her on TikTok and Instagram and give her the support and encouragement she deserves.

https://www.tiktok.com/@doramoononyambe
https://www.instagram.com/doramoononyambe 

Contribute directly to Dora here: https://www.gofundme.com/f/feeding-the-children-of-mapapa
or you can click the Donate button, or donate through our website. 100% of donations will go to Dora and the kids.
https://www.beastphilanthropy.org/campaign/we-rebuilt-a-village

When everyone said Beauty’s leg had to be amputated, CURE International (https://cure.org/) said “Hold my ginger beer” and performed a miracle. We could not be more grateful for the exceptional lengths they went to to save her. They do so much to help impoverished children and families around the world and they are one of our favorite partners. Please show them some love.

This is our 5th project with GivePower (​​https://givepower.org/) and we have many more already underway.  We seriously love these people. GivePower delivers solar powered solutions to developing regions across the planet. 


Filmed and Edited by: Dan Mace ( https://www.youtube.com/@DanMace)

Follow us to help us help more:
Instagram: https://www.instagram.com/beastphilanthropy/ 
Website: https://www.beastphilanthropy.org/donate/ 
Tiktok: https://www.tiktok.com/@beastphilanthropy
Twitter: https://twitter.com/BeastPhilanthr 
Facebook: ​​https://www.facebook.com/Beast-Philanthropy-112268218256173 

Beast Philanthropy Video Disclaimer: This video was produced by Beast Philanthropy Productions, LLC, a North Carolina limited liability company. Any revenue generated for Beast Philanthropy Productions, LLC from this video will be donated to MrCharity, Inc. dba Beast Philanthropy, a North Carolina 501(c)(3) nonprofit corporation. #sponsored",2024-07-07T11:00:39Z,,24,en,en-US,https://i.ytimg.com/vi/ho6Z62S2q9A/default.jpg,https://i.ytimg.com/vi/ho6Z62S2q9A/hqdefault.jpg,PT10M54S,40071160,1159559,26701,public,,UCAiLfjNXkNv24uhpzUgPa6A,Beast Philanthropy,"100% of the profits from my ad revenue, merch sales, and sponsorships will go towards making the world a better place!",US,https://yt3.ggpht.com/GskFAiD8zDR_8ac8qF4DjPwAl4RBwFZEU4EOrX_iK9_YpocbmrAKXF7AlKGmgoJ_3u62YDVkbDc=s800-c-k-c0x00ffffff-no-rj,28500000,68
pZ-MpxDZr9I,We Gave Every Family in a Village a Full Year's Salary,"Help send life-changing cash to the next Ugandan village at http://GiveDirectly.org/beast or by clicking ‘Donate’ above. We’re proud to have helped over 200 families, but there’s plenty more need – so we’re teaming up again to deliver around $1,000 to each of their neighbors in another village just a mile away. Give now and the money will go to more Ugandans in need. Learn more about GiveDirectly’s work at their YouTube page: @givedirectly 



Filmed and Edited by: Dan Mace ( https://www.youtube.com/@DanMace)

Follow us to help us help more:
Instagram: https://www.instagram.com/beastphilanthropy/ 
Website: https://www.beastphilanthropy.org/donate/ 
Tiktok: https://www.tiktok.com/@beastphilanthropy
Twitter: https://twitter.com/BeastPhilanthr 
Facebook: ​​https://www.facebook.com/Beast-Philanthropy-112268218256173 
Spotify: https://open.spotify.com/artist/400iD3n8DqB8wGqxDv6pSB

Beast Philanthropy Video Disclaimer: This video was produced by Beast Philanthropy Productions, LLC, a North Carolina limited liability company. Any revenue generated for Beast Philanthropy Productions, LLC from this video will be donated to MrCharity, Inc. dba Beast Philanthropy, a North Carolina 501(c)(3) nonprofit corporation.",2024-06-16T11:00:48Z,,24,en,en-US,https://i.ytimg.com/vi/pZ-MpxDZr9I/default.jpg,https://i.ytimg.com/vi/pZ-MpxDZr9I/hqdefault.jpg,PT11M55S,41549625,927504,27337,public,,UCAiLfjNXkNv24uhpzUgPa6A,Beast Philanthropy,"100% of the profits from my ad revenue, merch sales, and sponsorships will go towards making the world a better place!",US,https://yt3.ggpht.com/GskFAiD8zDR_8ac8qF4DjPwAl4RBwFZEU4EOrX_iK9_YpocbmrAKXF7AlKGmgoJ_3u62YDVkbDc=s800-c-k-c0x00ffffff-no-rj,28500000,68
XmtiNajqbnI,We Schooled Hundreds of Teachers,"Chegg sponsored this video so we can help teachers across the country engage with their students to uncover and encourage their full potential. Check them out at https://che.gg/49TycEy.  #sponsored 

https://www.chegg.org/ is the impact, advocacy, and research arm of Chegg, addressing issues facing the modern student in school and beyond, such as mental health, food insecurity, and access to education for learners everywhere. 

Thank you Chegg for your incredible support, and for all you do to give back.

The Ron Clark Academy is a highly acclaimed non-profit middle school with a vision to transform classrooms around the world. Its transformative methods and techniques have been embraced by more than 100,000 superintendents, district level administrators, and teachers.  Click the link to learn more about our school,  join our mailing list and donate to our efforts. https://edu.ronclarkacademy.com/

So many organizations contributed so generously to this incredible project. We could not have done this without them.

Stand Together is a philanthropic community. They help America’s boldest changemakers tackle the root causes of our country’s biggest problems. Sign up to receive their stories, ideas, and advice that you can use to make a bigger difference. https://bit.ly/3QcqSg0

Unlock your future with one of ten $10,000 scholarships! Jim Keyes and Beast Philanthropy are teaming up to make dreams a reality worldwide. For instructions visit https://educationisfreedombook.com/, download the book, share your video with #educationisfreedombook video, and tag @jkeyesauthor (Instagram, TikTok, YouTube, Facebook or X).  The future is in your hands!

Victra, Verizon’s largest authorized dealer, not only supported this project, but they have been supporting our food bank too. Thank you for your ongoing support. https://victra.com/beast-philanthropy/

Filmed and Edited by: Dan Mace ( https://www.youtube.com/@DanMace)

Follow us to help us help more:
Instagram: https://www.instagram.com/beastphilanthropy/ 
Website: https://www.beastphilanthropy.org/donate/ 
Tiktok: https://www.tiktok.com/@beastphilanthropy
Twitter: https://twitter.com/BeastPhilanthr 
Facebook: ​​https://www.facebook.com/Beast-Philanthropy-112268218256173 

Beast Philanthropy Video Disclaimer: This video was produced by Beast Philanthropy Productions, LLC, a North Carolina limited liability company. Any revenue generated for Beast Philanthropy Productions, LLC from this video will be donated to MrCharity, Inc. dba Beast Philanthropy, a North Carolina 501(c)(3) nonprofit corporation.",2024-04-30T17:00:16Z,,24,en,en,https://i.ytimg.com/vi/XmtiNajqbnI/default.jpg,https://i.ytimg.com/vi/XmtiNajqbnI/hqdefault.jpg,PT11M26S,27615528,615783,11694,public,,UCAiLfjNXkNv24uhpzUgPa6A,Beast Philanthropy,"100% of the profits from my ad revenue, merch sales, and sponsorships will go towards making the world a better place!",US,https://yt3.ggpht.com/GskFAiD8zDR_8ac8qF4DjPwAl4RBwFZEU4EOrX_iK9_YpocbmrAKXF7AlKGmgoJ_3u62YDVkbDc=s800-c-k-c0x00ffffff-no-rj,28500000,68
